transaction_id,transaction_date,year,month,year_month,customer_id,region,category,product,quantity,unit_price,discount,sales,cost,profit,profit_margin,payment_method,sales_channel,returned
TXN-004651,2023-12-29,2023,12,2023-12,CUST-02069,North,Furniture,Cabinet,5,224.28,0.2135,881.98,765.65,116.33,0.1319,Debit Card,Online,No
TXN-004652,2025-06-18,2025,6,2025-06,CUST-01119,South,Accessories,Desk Lamp,7,43.7,0.2655,224.68,176.24,48.44,0.2156,Debit Card,Marketplace,Yes
TXN-004653,2023-10-30,2023,10,2023-10,CUST-00717,South,Electronics,Laptop,7,850.53,0.0489,5662.57,4141.73,1520.84,0.2686,Credit Card,Online,No
TXN-004654,2023-07-10,2023,7,2023-07,UNKNOWN,South,Accessories,Mouse,10,22.69,0.2511,169.93,173.35,-3.42,-0.0201,Debit Card,Marketplace,No
TXN-004655,2023-04-22,2023,4,2023-04,CUST-02343,North,Furniture,Bookshelf,3,168.02,0.1,453.65,329.07,124.58,0.2746,Credit Card,Store,No
TXN-004656,2023-06-30,2023,6,2023-06,CUST-00786,North,Furniture,Bookshelf,12,147.0,0.1446,1508.93,1300.35,208.58,0.1382,Debit Card,Online,No
TXN-004657,2023-05-02,2023,5,2023-05,CUST-01245,East,Office Supplies,Folders,10,6.12,0.1701,50.79,38.12,12.67,0.2495,Upi,Online,No
TXN-004658,2024-06-07,2024,6,2024-06,CUST-00277,North,Furniture,Desk,3,340.85,0.0935,926.94,600.18,326.76,0.3525,Credit Card,Online,No
TXN-004659,2024-01-19,2024,1,2024-01,CUST-00325,West,Office Supplies,Notebook,1,7.52,0.0459,7.17,6.22,0.95,0.1325,Debit Card,Marketplace,No
TXN-004660,2024-03-30,2024,3,2024-03,CUST-02221,West,Accessories,Mouse,1,25.55,0.1047,22.87,15.7,7.17,0.3135,Bank Transfer,Online,No
TXN-004661,2025-01-28,2025,1,2025-01,CUST-00566,East,Accessories,Desk Lamp,6,44.97,0.0782,248.72,201.26,47.46,0.1908,Cash,Online,No
TXN-004662,2024-06-13,2024,6,2024-06,CUST-00410,East,Furniture,Cabinet,5,247.95,0.35,805.84,930.79,-124.95,-0.1551,Credit Card,Marketplace,No
TXN-004663,2023-05-22,2023,5,2023-05,CUST-00798,East,Office Supplies,Folders,3,6.0,0.0938,16.31,14.62,1.69,0.1036,Upi,Online,No
TXN-004664,2023-12-10,2023,12,2023-12,CUST-00875,East,Furniture,Desk,7,246.86,0.017,1698.64,1154.38,544.26,0.3204,Upi,Online,No
TXN-004665,2023-10-13,2023,10,2023-10,CUST-00510,West,Office Supplies,Notebook,1,7.4,0.2082,5.86,4.7,1.16,0.198,Bank Transfer,Online,Yes
TXN-004666,2025-01-24,2025,1,2025-01,CUST-01754,West,Electronics,Tablet,9,369.61,0.0364,3205.41,1923.32,1282.09,0.4,Debit Card,Marketplace,No
TXN-004667,2023-10-08,2023,10,2023-10,CUST-01435,South,Electronics,Laptop,7,981.05,0.2137,5399.8,5460.39,-60.59,-0.0112,Upi,Online,No
TXN-004668,2023-05-07,2023,5,2023-05,CUST-01480,East,Office Supplies,Notebook,4,8.91,0.0776,32.87,29.76,3.11,0.0946,Credit Card,Online,Yes
TXN-004669,2024-11-02,2024,11,2024-11,CUST-02464,West,Electronics,Printer,7,173.87,0.029,1181.79,820.01,361.78,0.3061,Cash,Marketplace,No
TXN-004670,2024-01-26,2024,1,2024-01,CUST-02320,North,Office Supplies,Paper Pack,7,11.03,0.0601,72.57,49.44,23.13,0.3187,Upi,Store,No
TXN-004671,2023-03-29,2023,3,2023-03,CUST-00706,East,Electronics,Laptop,12,755.82,0.0528,8590.95,5730.12,2860.83,0.333,Cash,Store,No
TXN-004672,2024-09-21,2024,9,2024-09,CUST-02470,East,Electronics,Monitor,10,264.5,0.1198,2328.13,2201.67,126.46,0.0543,Debit Card,Store,No
TXN-004673,2023-07-11,2023,7,2023-07,CUST-01697,East,Office Supplies,Paper Pack,4,11.08,0.0629,41.53,29.79,11.74,0.2827,Bank Transfer,Online,No
TXN-004674,2025-03-02,2025,3,2025-03,CUST-00367,South,Furniture,Conference Table,12,587.26,0.0947,6379.76,5474.37,905.39,0.1419,Debit Card,Marketplace,No
TXN-004675,2025-01-29,2025,1,2025-01,CUST-00798,South,Accessories,USB Hub,5,31.14,0.0354,150.19,115.62,34.57,0.2302,Upi,Online,No
TXN-004676,2023-12-04,2023,12,2023-12,CUST-00567,North,Electronics,Tablet,4,434.46,0.2198,1355.86,1219.22,136.64,0.1008,Bank Transfer,Online,No
TXN-004677,2024-05-21,2024,5,2024-05,CUST-01999,East,Electronics,Tablet,11,363.58,0.0387,3844.6,2549.19,1295.41,0.3369,Cash,Store,No
TXN-004678,2024-06-01,2024,6,2024-06,CUST-01598,West,Electronics,Headphones,12,114.02,0.1882,1110.74,1061.33,49.41,0.0445,Credit Card,Online,No
TXN-004679,2024-08-18,2024,8,2024-08,CUST-01948,West,Furniture,Office Chair,1,201.66,0.3,141.16,138.26,2.9,0.0205,Upi,Store,No
TXN-004680,2023-03-05,2023,3,2023-03,CUST-00367,South,Electronics,Tablet,14,503.38,0.1119,6258.72,4170.16,2088.56,0.3337,Credit Card,Store,No
TXN-004681,2023-10-24,2023,10,2023-10,CUST-01290,North,Office Supplies,Paper Pack,9,12.58,0.0268,110.19,77.99,32.2,0.2922,Debit Card,Online,No
TXN-004682,2023-06-05,2023,6,2023-06,CUST-01356,West,Electronics,Laptop,6,955.88,0.0592,5395.75,4748.79,646.96,0.1199,Upi,Store,No
TXN-004683,2024-09-28,2024,9,2024-09,CUST-01703,East,Accessories,Webcam,11,75.0,0.0283,801.65,579.44,222.21,0.2772,Cash,Store,No
TXN-004684,2023-03-05,2023,3,2023-03,CUST-00933,South,Office Supplies,Stapler,8,8.28,0.35,43.06,53.7,-10.64,-0.2471,Debit Card,Online,No
TXN-004685,2024-04-16,2024,4,2024-04,UNKNOWN,South,Office Supplies,Stapler,14,8.73,0.0945,110.67,83.52,27.15,0.2453,Cash,Online,No
TXN-004686,2024-10-25,2024,10,2024-10,CUST-02221,North,Electronics,Laptop,1,878.84,0.1751,724.96,489.96,235.0,0.3242,Credit Card,Marketplace,No
TXN-004687,2025-05-14,2025,5,2025-05,CUST-01066,West,Electronics,Monitor,8,283.97,0.2239,1763.11,1586.69,176.42,0.1001,Credit Card,Online,No
TXN-004688,2023-09-20,2023,9,2023-09,CUST-02296,East,Furniture,Desk,10,319.83,0.2634,2355.87,1785.32,570.55,0.2422,Bank Transfer,Online,No
TXN-004689,2023-01-08,2023,1,2023-01,CUST-01036,South,Furniture,Office Chair,1,187.99,0.3159,128.6,115.89,12.71,0.0988,Upi,Online,No
TXN-004690,2024-10-22,2024,10,2024-10,CUST-00648,West,Office Supplies,Pens,13,3.89,0.0637,47.35,30.73,16.62,0.351,Cash,Marketplace,No
TXN-004691,2023-01-02,2023,1,2023-01,CUST-01161,East,Furniture,Bookshelf,5,145.05,0.0555,685.0,452.37,232.63,0.3396,Cash,Online,No
TXN-004692,2023-03-02,2023,3,2023-03,CUST-00240,West,Electronics,Headphones,1,83.82,0.0647,78.4,52.27,26.13,0.3333,Upi,Online,No
TXN-004693,2025-06-22,2025,6,2025-06,CUST-01397,South,Accessories,USB Hub,6,36.24,0.0088,215.53,177.6,37.93,0.176,Upi,Online,No
TXN-004694,2025-02-25,2025,2,2025-02,CUST-02478,South,Electronics,Printer,12,201.73,0.1245,2119.38,1616.17,503.21,0.2374,Cash,Store,No
TXN-004695,2024-10-07,2024,10,2024-10,CUST-00641,West,Electronics,Tablet,14,376.83,0.0824,4840.91,4195.22,645.69,0.1334,Debit Card,Online,No
TXN-004696,2025-02-01,2025,2,2025-02,CUST-00375,West,Furniture,Desk,3,304.82,0.1091,814.69,518.18,296.51,0.364,Cash,Store,No
TXN-004697,2023-03-10,2023,3,2023-03,CUST-00343,West,Furniture,Bookshelf,6,153.42,0.1055,823.41,535.2,288.21,0.35,Cash,Online,No
TXN-004698,2023-03-23,2023,3,2023-03,CUST-00434,West,Furniture,Cabinet,12,242.29,0.1287,2533.29,1753.95,779.34,0.3076,Debit Card,Online,No
TXN-004699,2023-10-02,2023,10,2023-10,CUST-00982,South,Office Supplies,Paper Pack,1,11.82,0.2693,8.64,7.62,1.02,0.1181,Debit Card,Online,No
TXN-004700,2023-01-22,2023,1,2023-01,CUST-00631,North,Office Supplies,Pens,8,4.34,0.061,32.6,19.39,13.21,0.4052,Upi,Marketplace,No
TXN-004701,2025-03-21,2025,3,2025-03,UNKNOWN,South,Office Supplies,Folders,8,6.72,0.0544,50.84,29.95,20.89,0.4109,Bank Transfer,Online,No
TXN-004702,2023-02-21,2023,2,2023-02,CUST-00853,West,Electronics,Headphones,6,92.82,0.2088,440.64,419.23,21.41,0.0486,Bank Transfer,Online,No
TXN-004703,2024-05-11,2024,5,2024-05,CUST-00908,South,Electronics,Headphones,5,102.4,0.1056,457.93,438.39,19.54,0.0427,Upi,Online,No
TXN-004704,2025-02-17,2025,2,2025-02,CUST-00370,West,Office Supplies,Folders,14,5.68,0.35,51.69,58.35,-6.66,-0.1288,Bank Transfer,Store,No
TXN-004705,2024-11-01,2024,11,2024-11,CUST-01434,North,Electronics,Laptop,6,761.58,0.302,3189.5,3334.53,-145.03,-0.0455,Upi,Online,No
TXN-004706,2023-08-03,2023,8,2023-08,CUST-00806,West,Furniture,Bookshelf,9,138.66,0.0953,1129.01,704.09,424.92,0.3764,Credit Card,Online,No
TXN-004707,2024-03-04,2024,3,2024-03,CUST-01765,West,Furniture,Desk,11,297.87,0.2109,2585.54,2519.67,65.87,0.0255,Cash,Marketplace,No
TXN-004708,2024-05-15,2024,5,2024-05,CUST-00056,East,Office Supplies,Paper Pack,1,11.58,0.0929,10.5,8.95,1.55,0.1476,Bank Transfer,Store,No
TXN-004709,2024-12-01,2024,12,2024-12,CUST-01607,South,Electronics,Headphones,12,110.07,0.2054,1049.54,895.47,154.07,0.1468,Credit Card,Online,No
TXN-004710,2024-01-24,2024,1,2024-01,CUST-02003,West,Accessories,USB Hub,11,33.53,0.1811,302.03,292.29,9.74,0.0322,Credit Card,Store,No
TXN-004711,2023-09-17,2023,9,2023-09,CUST-01780,North,Furniture,Bookshelf,3,145.48,0.0875,398.25,310.54,87.71,0.2202,Bank Transfer,Online,No
TXN-004712,2024-12-26,2024,12,2024-12,CUST-00659,North,Accessories,Webcam,3,70.86,0.1899,172.21,119.14,53.07,0.3082,Cash,Store,No
TXN-004713,2025-03-19,2025,3,2025-03,CUST-01742,North,Electronics,Tablet,8,375.62,0.1247,2630.24,1657.96,972.28,0.3697,Bank Transfer,Online,No
TXN-004714,2024-03-21,2024,3,2024-03,CUST-02045,East,Office Supplies,Folders,13,6.07,0.1972,63.35,45.25,18.1,0.2857,Upi,Store,No
TXN-004715,2023-01-26,2023,1,2023-01,CUST-01318,East,Furniture,Office Chair,13,189.46,0.0754,2277.27,1448.5,828.77,0.3639,Bank Transfer,Store,No
TXN-004716,2024-04-01,2024,4,2024-04,CUST-01618,North,Accessories,Webcam,3,78.3,0.2053,186.68,186.63,0.05,0.0003,Upi,Online,No
TXN-004717,2025-03-22,2025,3,2025-03,CUST-02040,East,Furniture,Office Chair,9,198.92,0.015,1763.43,1507.63,255.8,0.1451,Debit Card,Store,No
TXN-004718,2025-06-21,2025,6,2025-06,CUST-01202,West,Accessories,Desk Lamp,7,46.31,0.3315,216.71,185.24,31.47,0.1452,Upi,Store,Yes
TXN-004719,2024-01-01,2024,1,2024-01,CUST-00373,East,Office Supplies,Paper Pack,10,11.79,0.2179,92.21,89.72,2.49,0.027,Upi,Store,No
TXN-004720,2023-05-17,2023,5,2023-05,CUST-02431,South,Office Supplies,Notebook,8,7.89,0.1603,53.0,46.25,6.75,0.1274,Credit Card,Online,Yes
TXN-004721,2024-06-05,2024,6,2024-06,CUST-00817,East,Electronics,Printer,9,216.85,0.3025,1361.28,1133.27,228.01,0.1675,Debit Card,Marketplace,No
TXN-004722,2025-01-27,2025,1,2025-01,CUST-00967,West,Electronics,Headphones,8,94.65,0.0301,734.41,507.91,226.5,0.3084,Debit Card,Store,No
TXN-004723,2025-05-11,2025,5,2025-05,CUST-01533,West,Accessories,Desk Lamp,1,44.67,0.186,36.36,32.78,3.58,0.0985,Cash,Online,No
TXN-004724,2023-02-17,2023,2,2023-02,CUST-00446,South,Accessories,Keyboard,8,50.89,0.3098,280.99,236.01,44.98,0.1601,Bank Transfer,Online,No
TXN-004725,2023-09-22,2023,9,2023-09,CUST-00867,East,Electronics,Monitor,3,273.95,0.1623,688.46,501.04,187.42,0.2722,Upi,Online,No
TXN-004726,2024-03-11,2024,3,2024-03,CUST-01444,South,Electronics,Headphones,7,97.26,0.0517,645.62,450.74,194.88,0.3018,Bank Transfer,Online,No
TXN-004727,2023-03-31,2023,3,2023-03,CUST-01834,South,Electronics,Printer,8,197.29,0.35,1025.91,875.24,150.67,0.1469,Credit Card,Store,Yes
TXN-004728,2025-03-19,2025,3,2025-03,CUST-00351,North,Electronics,Printer,10,235.02,0.1287,2047.73,1769.79,277.94,0.1357,Cash,Online,No
TXN-004729,2023-04-13,2023,4,2023-04,CUST-02071,East,Electronics,Monitor,12,264.34,0.2606,2345.44,2026.47,318.97,0.136,Debit Card,Store,No
TXN-004730,2024-08-29,2024,8,2024-08,CUST-00693,East,Accessories,USB Hub,3,31.01,0.1327,80.68,53.23,27.45,0.3402,Bank Transfer,Store,No
TXN-004731,2025-04-17,2025,4,2025-04,CUST-02284,South,Electronics,Printer,9,225.87,0.1785,1669.97,1180.98,488.99,0.2928,Debit Card,Online,No
TXN-004732,2024-09-16,2024,9,2024-09,CUST-02270,South,Accessories,USB Hub,12,33.12,0.2385,302.65,246.35,56.3,0.186,Bank Transfer,Online,No
TXN-004733,2024-11-27,2024,11,2024-11,CUST-01779,North,Accessories,USB Hub,5,33.85,0.2515,126.68,112.7,13.98,0.1104,Cash,Store,No
TXN-004734,2023-08-29,2023,8,2023-08,CUST-02231,North,Electronics,Laptop,1,837.29,0.0885,763.19,621.8,141.39,0.1853,Cash,Online,No
TXN-004735,2025-01-24,2025,1,2025-01,CUST-00400,East,Furniture,Cabinet,13,245.88,0.0475,3044.61,2629.48,415.13,0.1363,Cash,Online,No
TXN-004736,2024-01-17,2024,1,2024-01,CUST-01165,North,Furniture,Office Chair,12,179.17,0.0923,1951.59,1812.76,138.83,0.0711,Upi,Store,No
TXN-004737,2023-02-25,2023,2,2023-02,CUST-00353,North,Electronics,Tablet,10,440.78,0.086,4028.73,3365.9,662.83,0.1645,Bank Transfer,Online,No
TXN-004738,2023-12-01,2023,12,2023-12,CUST-01196,West,Office Supplies,Pens,11,3.5,0.1905,31.17,28.3,2.87,0.0921,Credit Card,Online,Yes
TXN-004739,2023-11-16,2023,11,2023-11,CUST-01456,North,Office Supplies,Notebook,5,7.29,0.0082,36.15,20.42,15.73,0.4351,Upi,Online,Yes
TXN-004740,2024-04-20,2024,4,2024-04,CUST-01417,West,Electronics,Tablet,12,421.07,0.1801,4142.82,2804.36,1338.46,0.3231,Bank Transfer,Store,No
TXN-004741,2023-08-30,2023,8,2023-08,CUST-00190,East,Accessories,Keyboard,14,51.81,0.1336,628.43,431.3,197.13,0.3137,Upi,Online,Yes
TXN-004742,2024-02-26,2024,2,2024-02,CUST-00211,East,Furniture,Office Chair,5,177.06,0.2048,703.99,511.79,192.2,0.273,Bank Transfer,Online,No
TXN-004743,2024-01-26,2024,1,2024-01,CUST-02496,East,Electronics,Headphones,7,100.67,0.018,692.01,489.08,202.93,0.2932,Cash,Marketplace,No
TXN-004744,2023-10-26,2023,10,2023-10,CUST-00633,North,Accessories,USB Hub,12,32.75,0.209,310.86,272.42,38.44,0.1237,Debit Card,Store,No
TXN-004745,2024-09-26,2024,9,2024-09,CUST-01237,West,Electronics,Printer,4,197.65,0.1138,700.63,678.76,21.87,0.0312,Upi,Online,No
TXN-004746,2023-10-06,2023,10,2023-10,CUST-01450,West,Electronics,Headphones,10,95.83,0.0679,893.23,801.66,91.57,0.1025,Bank Transfer,Online,No
TXN-004747,2024-11-29,2024,11,2024-11,CUST-00399,South,Electronics,Laptop,1,705.41,0.1788,579.28,419.37,159.91,0.276,Debit Card,Store,No
TXN-004748,2023-08-17,2023,8,2023-08,CUST-00803,West,Furniture,Office Chair,14,194.51,0.0456,2598.96,2278.41,320.55,0.1233,Debit Card,Online,No
TXN-004749,2025-02-27,2025,2,2025-02,CUST-01504,East,Furniture,Conference Table,1,606.25,0.35,394.06,491.65,-97.59,-0.2477,Upi,Marketplace,Yes
TXN-004750,2023-11-29,2023,11,2023-11,CUST-00534,West,Office Supplies,Notebook,1,8.06,0.0911,7.33,6.24,1.09,0.1487,Bank Transfer,Marketplace,No
TXN-004751,2023-02-07,2023,2,2023-02,CUST-01982,West,Furniture,Desk,6,306.19,0.0962,1660.41,1285.2,375.21,0.226,Credit Card,Store,No
TXN-004752,2023-05-17,2023,5,2023-05,CUST-01619,North,Office Supplies,Paper Pack,12,12.66,0.0739,140.69,127.6,13.09,0.093,Upi,Online,No
TXN-004753,2025-01-05,2025,1,2025-01,CUST-02473,West,Electronics,Laptop,3,839.02,0.1391,2166.94,1534.78,632.16,0.2917,Debit Card,Marketplace,No
TXN-004754,2025-03-06,2025,3,2025-03,CUST-01417,West,Furniture,Cabinet,9,252.56,0.079,2093.47,1293.76,799.71,0.382,Debit Card,Store,No
TXN-004755,2023-07-13,2023,7,2023-07,CUST-02001,East,Accessories,USB Hub,5,30.21,0.0733,139.98,119.35,20.63,0.1474,Credit Card,Marketplace,No
TXN-004756,2024-07-03,2024,7,2024-07,CUST-00818,North,Office Supplies,Folders,14,6.03,0.1412,72.5,59.09,13.41,0.185,Credit Card,Store,Yes
TXN-004757,2024-06-07,2024,6,2024-06,CUST-01736,West,Office Supplies,Pens,7,4.01,0.0553,26.52,19.53,6.99,0.2636,Cash,Online,No
TXN-004758,2023-05-03,2023,5,2023-05,CUST-02344,East,Furniture,Bookshelf,7,153.74,0.0604,1011.18,720.7,290.48,0.2873,Credit Card,Online,No
TXN-004759,2024-02-17,2024,2,2024-02,CUST-02056,South,Furniture,Desk,1,355.93,0.1025,319.45,305.7,13.75,0.043,Debit Card,Online,No
TXN-004760,2024-09-24,2024,9,2024-09,CUST-01945,West,Accessories,Mouse,4,22.27,0.1347,77.08,60.4,16.68,0.2164,Bank Transfer,Store,Yes
TXN-004761,2025-06-01,2025,6,2025-06,CUST-01127,East,Accessories,Desk Lamp,1,39.98,0.039,38.42,24.77,13.65,0.3553,Credit Card,Online,No
TXN-004762,2025-02-12,2025,2,2025-02,CUST-01491,West,Office Supplies,Folders,13,5.83,0.0445,72.42,52.0,20.42,0.282,Cash,Online,No
TXN-004763,2023-03-31,2023,3,2023-03,CUST-01482,East,Furniture,Conference Table,7,509.16,0.0966,3219.83,2616.91,602.92,0.1873,Debit Card,Marketplace,No
TXN-004764,2023-08-05,2023,8,2023-08,CUST-00524,South,Electronics,Laptop,5,1006.85,0.0841,4610.87,2839.17,1771.7,0.3842,Debit Card,Store,No
TXN-004765,2024-02-03,2024,2,2024-02,CUST-00658,West,Electronics,Tablet,4,451.36,0.1899,1462.59,1202.57,260.02,0.1778,Credit Card,Store,No
TXN-004766,2023-05-18,2023,5,2023-05,CUST-01621,East,Electronics,Headphones,10,98.93,0.169,822.11,648.31,173.8,0.2114,Credit Card,Online,No
TXN-004767,2024-06-04,2024,6,2024-06,CUST-01592,East,Furniture,Conference Table,9,637.58,0.3112,3952.49,4185.14,-232.65,-0.0589,Bank Transfer,Marketplace,No
TXN-004768,2023-01-08,2023,1,2023-01,CUST-01720,South,Electronics,Tablet,5,462.71,0.3408,1525.09,1703.46,-178.37,-0.117,Credit Card,Store,No
TXN-004769,2023-04-14,2023,4,2023-04,CUST-01510,North,Furniture,Office Chair,4,171.15,0.0293,664.54,462.06,202.48,0.3047,Debit Card,Marketplace,No
TXN-004770,2023-02-13,2023,2,2023-02,CUST-01454,East,Office Supplies,Folders,14,5.83,0.0746,75.53,64.83,10.7,0.1417,Bank Transfer,Online,No
TXN-004771,2023-09-27,2023,9,2023-09,CUST-01300,South,Office Supplies,Notebook,1,8.22,0.1712,6.81,6.3,0.51,0.0749,Cash,Store,No
TXN-004772,2024-11-26,2024,11,2024-11,CUST-01595,West,Office Supplies,Stapler,8,8.64,0.1279,60.28,58.27,2.01,0.0333,Debit Card,Online,No
TXN-004773,2023-06-11,2023,6,2023-06,CUST-00906,West,Electronics,Monitor,14,240.71,0.0591,3170.78,2586.59,584.19,0.1842,Debit Card,Store,No
TXN-004774,2025-06-19,2025,6,2025-06,CUST-00406,West,Furniture,Office Chair,5,172.37,0.2661,632.51,712.16,-79.65,-0.1259,Bank Transfer,Online,No
TXN-004775,2023-09-03,2023,9,2023-09,CUST-01693,North,Accessories,Webcam,1,72.14,0.2081,57.13,46.75,10.38,0.1817,Debit Card,Marketplace,No
TXN-004776,2023-02-10,2023,2,2023-02,CUST-00838,East,Furniture,Desk,12,343.33,0.0259,4013.25,3451.17,562.08,0.1401,Upi,Online,No
TXN-004777,2023-11-02,2023,11,2023-11,CUST-01895,North,Accessories,Webcam,13,62.88,0.1143,724.01,635.04,88.97,0.1229,Upi,Marketplace,No
TXN-004778,2024-11-13,2024,11,2024-11,CUST-02227,West,Furniture,Office Chair,1,177.27,0.1079,158.14,114.96,43.18,0.273,Cash,Online,No
TXN-004779,2023-04-08,2023,4,2023-04,CUST-00979,South,Office Supplies,Stapler,6,8.96,0.0584,50.62,39.41,11.21,0.2215,Debit Card,Store,No
TXN-004780,2023-03-07,2023,3,2023-03,CUST-00343,West,Furniture,Desk,2,284.4,0.1182,501.57,477.61,23.96,0.0478,Bank Transfer,Online,No
TXN-004781,2025-02-13,2025,2,2025-02,CUST-00003,South,Office Supplies,Notebook,13,8.29,0.1284,93.93,84.19,9.74,0.1037,Cash,Store,No
TXN-004782,2024-06-24,2024,6,2024-06,CUST-01475,South,Accessories,Keyboard,12,54.53,0.1284,570.34,494.93,75.41,0.1322,Credit Card,Store,No
TXN-004783,2023-11-10,2023,11,2023-11,CUST-02206,West,Furniture,Office Chair,12,166.48,0.3198,1358.88,1618.12,-259.24,-0.1908,Cash,Marketplace,No
TXN-004784,2024-11-20,2024,11,2024-11,CUST-02245,East,Office Supplies,Pens,5,3.85,0.2372,14.68,12.07,2.61,0.1778,Debit Card,Online,No
TXN-004785,2025-02-09,2025,2,2025-02,CUST-02247,West,Accessories,Webcam,11,73.0,0.1305,698.21,689.53,8.68,0.0124,Bank Transfer,Store,No
TXN-004786,2023-11-24,2023,11,2023-11,CUST-00036,West,Office Supplies,Stapler,3,9.7,0.3037,20.26,16.12,4.14,0.2043,Credit Card,Store,No
TXN-004787,2024-05-26,2024,5,2024-05,CUST-00136,East,Electronics,Printer,3,215.7,0.0801,595.27,543.5,51.77,0.087,Bank Transfer,Online,Yes
TXN-004788,2023-01-10,2023,1,2023-01,CUST-02418,South,Electronics,Laptop,9,979.61,0.2574,6547.13,6212.62,334.51,0.0511,Bank Transfer,Online,No
TXN-004789,2023-10-07,2023,10,2023-10,CUST-01686,East,Accessories,Mouse,14,27.23,0.1399,327.89,323.16,4.73,0.0144,Bank Transfer,Online,No
TXN-004790,2024-06-26,2024,6,2024-06,CUST-02209,West,Office Supplies,Pens,4,4.18,0.0418,16.02,9.83,6.19,0.3864,Debit Card,Online,No
TXN-004791,2023-06-29,2023,6,2023-06,CUST-02451,West,Accessories,Mouse,7,23.59,0.281,118.73,136.5,-17.77,-0.1497,Cash,Online,No
TXN-004792,2025-06-23,2025,6,2025-06,CUST-01788,South,Electronics,Printer,14,229.0,0.1443,2743.37,2397.24,346.13,0.1262,Upi,Online,No
TXN-004793,2025-06-04,2025,6,2025-06,CUST-01004,East,Office Supplies,Folders,6,5.63,0.2505,25.32,28.48,-3.16,-0.1248,Credit Card,Store,No
TXN-004794,2023-08-23,2023,8,2023-08,CUST-01773,South,Accessories,Webcam,12,74.18,0.1256,778.36,492.48,285.88,0.3673,Credit Card,Online,Yes
TXN-004795,2023-12-28,2023,12,2023-12,CUST-01567,East,Accessories,Desk Lamp,10,36.2,0.2664,265.56,266.92,-1.36,-0.0051,Credit Card,Online,No
TXN-004796,2023-06-22,2023,6,2023-06,CUST-02170,West,Office Supplies,Pens,13,3.84,0.2086,39.51,38.64,0.87,0.022,Cash,Online,No
TXN-004797,2024-04-04,2024,4,2024-04,CUST-02154,West,Electronics,Tablet,5,373.04,0.0998,1679.05,1432.98,246.07,0.1466,Upi,Marketplace,No
TXN-004798,2023-04-24,2023,4,2023-04,CUST-00428,South,Office Supplies,Stapler,12,8.79,0.0454,100.69,89.02,11.67,0.1159,Credit Card,Marketplace,No
TXN-004799,2023-12-23,2023,12,2023-12,CUST-02202,South,Office Supplies,Pens,12,94.29,0.0572,1066.76,25.5,1041.26,0.9761,Cash,Store,No
TXN-004800,2024-05-21,2024,5,2024-05,CUST-01750,North,Furniture,Cabinet,13,230.53,0.232,2301.61,2127.36,174.25,0.0757,Credit Card,Online,No
TXN-004801,2024-07-12,2024,7,2024-07,CUST-01838,North,Electronics,Monitor,13,269.72,0.35,2279.13,2674.9,-395.77,-0.1736,Cash,Marketplace,No
TXN-004802,2024-06-27,2024,6,2024-06,CUST-00859,South,Accessories,Webcam,5,66.36,0.1015,298.12,228.06,70.06,0.235,Debit Card,Store,No
TXN-004803,2023-07-21,2023,7,2023-07,CUST-01216,West,Electronics,Printer,12,204.62,0.0473,2339.3,1577.79,761.51,0.3255,Cash,Marketplace,Yes
TXN-004804,2024-12-23,2024,12,2024-12,CUST-02190,South,Furniture,Conference Table,10,610.54,0.1935,4924.01,4268.52,655.49,0.1331,Upi,Online,No
TXN-004805,2024-09-22,2024,9,2024-09,CUST-00347,South,Office Supplies,Notebook,2,7.97,0.1009,14.33,11.68,2.65,0.1849,Debit Card,Marketplace,No
TXN-004806,2024-11-17,2024,11,2024-11,CUST-01334,East,Accessories,Mouse,13,27.7,0.2569,267.59,290.21,-22.62,-0.0845,Credit Card,Marketplace,No
TXN-004807,2024-03-02,2024,3,2024-03,CUST-02418,North,Office Supplies,Pens,11,3.78,0.3371,27.56,27.06,0.5,0.0181,Cash,Store,No
TXN-004808,2025-03-24,2025,3,2025-03,CUST-01915,North,Furniture,Office Chair,10,187.74,0.2805,1350.79,1295.85,54.94,0.0407,Upi,Marketplace,No
TXN-004809,2023-12-22,2023,12,2023-12,CUST-00373,West,Electronics,Headphones,1,96.98,0.1272,84.64,59.34,25.3,0.2989,Cash,Online,Yes
TXN-004810,2025-01-04,2025,1,2025-01,CUST-00418,North,Furniture,Bookshelf,14,130.94,0.0382,1763.13,1352.8,410.33,0.2327,Bank Transfer,Store,No
TXN-004811,2023-07-05,2023,7,2023-07,CUST-01260,South,Electronics,Printer,14,211.47,0.0846,2710.11,2156.45,553.66,0.2043,Credit Card,Online,No
TXN-004812,2023-08-14,2023,8,2023-08,CUST-00606,East,Accessories,Mouse,13,24.83,0.1463,275.57,235.93,39.64,0.1438,Credit Card,Store,No
TXN-004813,2024-04-25,2024,4,2024-04,CUST-02204,North,Furniture,Office Chair,5,172.91,0.0891,787.52,512.53,274.99,0.3492,Debit Card,Online,No
TXN-004814,2024-05-21,2024,5,2024-05,CUST-02096,South,Electronics,Monitor,1,296.91,0.1269,259.23,214.49,44.74,0.1726,Upi,Online,No
TXN-004815,2024-11-11,2024,11,2024-11,CUST-02385,North,Accessories,Mouse,11,27.57,0.2239,235.37,239.04,-3.67,-0.0156,Bank Transfer,Online,No
TXN-004816,2023-09-29,2023,9,2023-09,CUST-00989,South,Electronics,Laptop,8,798.14,0.2101,5043.61,3929.96,1113.65,0.2208,Bank Transfer,Store,Yes
