Transaction_ID,Transaction_Date,Customer_ID,Region,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method,Sales_Channel,Returned
TXN-005525,2024-07-13,CUST-00350,North,Furniture,Desk,1,368.25,0.0724,341.6,284.67,56.92,UPI,Online,No
TXN-005526,2023-04-02,CUST-01966,North,Office Supplies,Pens,2,4.24,0.0726,7.86,6.17,1.69,Debit Card,Store,No
TXN-005527,2024-06-19,CUST-01928,North,Accessories,USB Hub,11,34.08,0.102,336.66,206.45,130.21,Credit Card,Store,No
TXN-005528,2023-10-15,CUST-01953,South,Office Supplies,Notebook,4,8.91,0.051,33.83,29.91,3.93,Cash,Online,No
TXN-005529,2023-01-25,CUST-00075,South,Accessories,USB Hub,6,32.27,0.1146,171.44,107.24,64.2,Credit Card,Marketplace,No
TXN-005530,2023-03-08,CUST-02139,West,Electronics,Monitor,8,253.09,0.224,1571.2,1688.05,-116.84,Cash,Online,No
TXN-005531,2024-06-23,CUST-00900,North,Electronics,Printer,4,224.35,0.214,705.38,702.41,2.97,UPI,Online,No
TXN-005532,2025-05-11,CUST-00606,East,Furniture,Office Chair,3,163.93,0.1971,394.87,370.43,24.43,Bank Transfer,Store,No
TXN-005533,2024-04-06,CUST-01316,East,Office Supplies,Paper Pack,1,12.66,0.0893,11.53,9.7,1.83,Cash,Online,No
TXN-005534,2024-02-11,CUST-02123,East,Electronics,Printer,2,214.92,0.3218,291.5,312.88,-21.38,Cash,Store,No
TXN-005535,2023-03-22,CUST-02038,East,Electronics,Monitor,13,272.23,0.1218,3108.07,3020.63,87.44,Credit Card,Online,No
TXN-005536,2024-09-07,CUST-00423,North,Furniture,Office Chair,14,205.88,0.0895,2624.41,1691.29,933.12,Bank Transfer,Online,No
TXN-005537,2023-02-20,CUST-02442,East,Furniture,Bookshelf,9,155.47,0.1413,1201.43,1053.42,148.01,Cash,Online,No
TXN-005538,2025-02-06,CUST-01930,South,Office Supplies,Stapler,194,9.09,0.1327,1587.114,40.93,14.26,Cash,Online,No
TXN-005539,2025-01-14,CUST-02333,West,Accessories,Webcam,12,,0.0665,690.2,622.52,67.69,Credit Card,Online,No
TXN-005540,2025-06-22,CUST-02325,North,Electronics,Tablet,12,427.07,0.0214,5015.17,3362.18,1652.99,UPI,Store,No
TXN-005541,2023-09-17,CUST-01314,east,Office Supplies,Notebook,7,7.69,0.1045,48.22,31.46,16.76,Debit Card,Online,No
TXN-005542,2023-05-28,CUST-00090,East,Electronics,Monitor,11,257.44,0.2653,2080.68,2165.74,-85.05,Cash,Online,No
TXN-005543,2023-10-01,CUST-00181,East,Electronics,Laptop,2,817.81,0.1724,1353.63,1379.66,-26.03,Debit Card,Store,No
TXN-005544,2024-12-30,CUST-01566,North,Furniture,Conference Table,3,623.59,0.0457,1785.29,1324.45,460.84,Debit Card,Online,Yes
TXN-005545,2023-07-19,CUST-00228,East,Office Supplies,Paper Pack,12,11.05,0.3245,89.56,79.31,10.25,Credit Card,Online,Yes
TXN-005546,2025-03-20,CUST-01649,East,Office Supplies,Stapler,8,9.15,0.1412,62.88,45.13,17.75,UPI,Online,No
TXN-005547,2023-05-21,CUST-00259,South,Office Supplies,Paper Pack,12,11.0,0.0579,124.35,112.8,11.56,Bank Transfer,Marketplace,No
TXN-005548,2023-02-14,CUST-02038,South,Accessories,USB Hub,8,29.96,0.0959,216.73,169.71,47.02,Bank Transfer,Online,No
TXN-005549,2023-07-20,CUST-00669,North,Electronics,Laptop,2,826.76,0.1917,1336.54,990.36,346.18,Bank Transfer,Online,No
TXN-005550,2024-11-18,CUST-00258,South,Office Supplies,Notebook,3,8.3,0.0975,22.46,21.37,1.09,Cash,Store,No
TXN-005551,2024-07-03,CUST-00851,West,Office Supplies,Paper Pack,8,11.25,0.0393,86.49,63.39,23.1,Bank Transfer,Online,No
TXN-005552,2023-11-20,CUST-02274,South,Electronics,Monitor,2,262.84,0.0764,485.52,369.48,116.05,Debit Card,Store,No
TXN-005553,2024-08-21,CUST-01380,East,Furniture,Desk,12,310.71,9.9%,3357.78,2489.58,868.2,Bank Transfer,Online,No
TXN-005554,2024-08-14,CUST-02485,East,Electronics,Monitor,4,238.46,0.0247,930.27,673.29,256.98,UPI,Marketplace,No
TXN-005555,2024-05-20,CUST-00646,East,Electronics,Headphones,10,99.24,0.0758,917.12,824.33,92.79,UPI,Online,No
TXN-005556,2024-04-13,CUST-01681,East,Electronics,Tablet,4,398.12,0.141,1367.92,1304.63,63.28,Debit Card,Marketplace,No
TXN-005557,2023-04-03,CUST-00467,East,Electronics,Laptop,11,875.47,0.0096,9538.24,6518.46,3019.77,Bank Transfer,Online,No
TXN-005558,2023-08-25,CUST-01075,East,Accessories,Desk Lamp,4,39.74,0.0682,148.13,111.64,36.49,UPI,Online,No
TXN-005559,2024-04-26,CUST-00942,North,Accessories,USB Hub,8,,0.1211,248.79,190.53,58.26,Credit Card,Online,No
TXN-005560,2023-05-04,CUST-01588,West,Office Supplies,Pens,4,4.2,0.0576,15.83,12.01,3.83,Cash,Marketplace,No
TXN-005561,2024-03-09,CUST-01684,West,Office Supplies,Pens,13,4.11,0.1239,46.84,38.66,8.18,Bank Transfer,Store,No
TXN-005562,2023-04-17,CUST-00137,South,Accessories,Keyboard,8,58.93,0.1561,397.81,279.15,118.67,Credit Card,Online,No
TXN-005563,2024-12-18,CUST-01739,West,Furniture,Desk,8,336.52,0.1737,2224.68,2309.38,-84.7,Cash,Online,No
TXN-005564,2023-04-05,CUST-01883,West,Furniture,Office Chair,5,184.31,0.0578,868.3,746.66,121.64,Credit Card,Online,No
TXN-005565,2023-03-26,CUST-00955,South,Office Supplies,Folders,3,6.41,0.1815,15.73,12.81,2.92,UPI,Store,No
TXN-005566,2024-08-04,CUST-00175,East,Accessories,Keyboard,11,53.36,0.0722,544.56,377.12,167.44,Debit Card,Online,No
TXN-005567,2023-07-21,CUST-01056,East,Office Supplies,Stapler,1,9.38,0.0335,9.06,5.84,3.22,Credit Card,Marketplace,No
TXN-005568,2023-11-17,CUST-00807,North,Electronics,Laptop,1,851.48,0.0465,811.85,536.04,275.81,Cash,Store,No
TXN-005569,2023-10-14,CUST-01982,North,Office Supplies,Notebook,10,$9.18,0.0367,88.48,59.13,29.35,Credit Card,Online,No
TXN-005570,2023-07-17,CUST-00349,South,Electronics,Monitor,9,265.69,0.1114,2124.73,1891.82,232.91,UPI,Online,No
TXN-005571,2024-11-25,CUST-00743,West,Electronics,Laptop,5,762.59,0.2212,2969.49,2465.2,504.3,upi,Online,Yes
TXN-005572,2024-09-22,CUST-01816,South,Office Supplies,Folders,11,6.12,0.1685,55.99,39.19,16.81,UPI,Store,No
TXN-005573,2023-08-06,CUST-02352,West,Office Supplies,Notebook,1,7.39,0.2287,5.7,5.66,0.04,Bank Transfer,Online,Yes
TXN-005574,2024-09-18,CUST-01487,East,Electronics,Tablet,7,444.48,,2806.21,2543.25,262.97,Cash,Online,No
TXN-005575,2024-10-12,CUST-00006,East,,Desk,13,339.11,0.0681,4108.01,2805.72,1302.29,Debit Card,Online,No
TXN-005576,2024-05-06,CUST-01749,South,Office Supplies,Paper Pack,5,11.42,0.2313,43.88,45.11,-1.24,bank transfer,Online,No
TXN-005577,2024-06-11,CUST-00079,South,Electronics,Laptop,11,779.43,0.1459,7322.86,5581.03,1741.84,Debit Card,Store,No
TXN-005578,2025-05-02,CUST-00162,North,Accessories,Keyboard,5,55.58,0.1348,240.47,190.52,49.95,Cash,Online,No
TXN-005579,2024-02-18,CUST-01670,North,Furniture,Office Chair,4,166.98,0.248,502.3,448.49,53.81,Bank Transfer,Online,No
TXN-005580,2023-12-18,CUST-00927,North,Office Supplies,Pens,5,3.73,0.1556,15.76,11.84,3.92,Credit Card,Store,No
TXN-005581,2024-05-06,CUST-00068,North,Electronics,Monitor,5,249.47,0.0155,1227.98,707.74,520.24,Cash,Store,No
TXN-005582,2025-02-01,CUST-01016,North,Accessories,Mouse,2,26.25,0.088,47.88,41.7,6.17,Bank Transfer,Online,No
TXN-005583,2024-10-09,CUST-00949,East,Accessories,Mouse,13,22.03,0.0575,269.95,225.4,44.54,Credit Card,Online,No
TXN-005584,2023-03-10,CUST-01506,South,Electronics,Printer,9,197.32,0.2496,1332.59,1099.87,232.72,UPI,Store,No
TXN-005585,2024-02-23,CUST-02360,South,Office Supplies,Paper Pack,14,14.3,0.1134,177.54,152.27,25.27,Credit Card,Online,No
TXN-005586,2024-11-05,CUST-00256,West,Office Supplies,Pens,9,4.63,0.1704,34.53,24.84,9.69,Debit Card,Online,No
TXN-005587,2023-07-24,CUST-01665,East,Electronics,Tablet,13,460.65,0.0592,5634.15,3337.09,2297.06,Cash,Marketplace,No
TXN-005588,2025-06-20,CUST-01619,West,Office Supplies,Pens,6,4.01,0.1427,20.65,16.54,4.11,Cash,Online,No
TXN-005589,2025-01-06,CUST-02443,East,Accessories,Desk Lamp,3,47.71,0.0935,129.74,107.31,22.43,Debit Card,Online,No
TXN-005590,2025-02-11,CUST-00987,North,Furniture,Cabinet,14,222.92,0.0392,2998.57,1990.82,1007.75,Debit Card,Marketplace,No
TXN-005591,2023-03-16,CUST-00405,West,Accessories,Webcam,12,54.85,0.1619,551.64,521.01,30.64,Bank Transfer,Online,No
TXN-005592,2024-06-12,CUST-02265,West,Electronics,Monitor,13,248.14,0.1728,2668.5,2191.14,477.36,Credit Card,Store,No
TXN-005593,2024-04-26,CUST-00126,East,Accessories,Desk Lamp,13,43.29,0.282,404.08,434.69,-30.61,UPI,Marketplace,No
TXN-005594,2024-07-25,CUST-01125,East,Accessories,Mouse,5,25.06,0.03,121.52,102.34,19.18,Cash,Online,No
TXN-005595,2025-02-14,CUST-01634,South,Electronics,Tablet,8,436.23,0.0927,3166.18,2211.52,954.66,Bank Transfer,Online,No
TXN-005596,2023-11-19,CUST-00256,South,Furniture,Cabinet,11,260.38,0.0823,2628.46,1849.56,778.9,Credit Card,Online,No
TXN-005597,2024-05-01,,West,Office Supplies,Folders,13,6.02,0.0465,74.56,60.88,13.68,Debit Card,Online,No
TXN-005598,2024-09-11,CUST-00259,,Accessories,Mouse,2,22.99,0.0721,42.67,31.08,11.59,UPI,Online,No
TXN-005599,2024-11-17,CUST-02114,North,Electronics,Monitor,14,255.92,0.1534,3033.16,2851.41,181.75,Debit Card,Online,No
TXN-005600,2024-12-03,CUST-00636,North,Furniture,Office Chair,11,189.28,0.1867,1693.22,1401.54,291.68,Cash,Marketplace,No
TXN-005601,2023-11-04,CUST-01509,North,Office Supplies,Paper Pack,7,11.89,0.1112,73.99,46.37,27.61,Debit Card,Online,No
TXN-005602,2025-06-29,CUST-00600,North,Furniture,Conference Table,11,561.43,0.0946,5591.37,3855.78,1735.59,Bank Transfer,Marketplace,No
TXN-005603,2023-01-09,CUST-01735,South,Office Supplies,Notebook,4,8.34,0.2679,24.41,18.55,5.86,UPI,Online,No
TXN-005604,2024-03-25,CUST-01992,West,Office Supplies,Stapler,5,8.18,0.2146,32.11,27.43,4.68,UPI,Online,No
TXN-005605,2024-07-09,CUST-00101,north,Accessories,Desk Lamp,3,41.84,0.1019,112.72,105.17,7.55,Cash,Online,No
TXN-005606,2023-02-25,CUST-01806,South,Electronics,Laptop,6,878.29,0.059,4958.83,3635.37,1323.46,Debit Card,Online,No
TXN-005607,2024-02-16,CUST-01653,North,Accessories,Keyboard,5,51.55,0.1284,224.64,184.28,40.36,Bank Transfer,Online,No
TXN-005608,2024-06-27,CUST-00192,East,Office Supplies,Folders,9,$5.83,0.0886,47.82,44.87,2.96,Debit Card,Store,No
TXN-005609,2024-07-08,CUST-00661,east,Accessories,USB Hub,7,35.04,0.1085,218.69,140.9,77.79,debit card,Marketplace,No
TXN-005610,2023-04-19,,East,Electronics,Laptop,4,847.15,0.0568,3195.99,2280.14,915.85,Cash,Online,No
TXN-005611,2023-09-11,CUST-01109,West,Office Supplies,Folders,6,5.54,0.1853,27.06,18.87,8.19,Bank Transfer,Marketplace,No
TXN-005612,2023-08-12,CUST-00241,West,Accessories,Desk Lamp,9,46.18,0.1261,363.23,242.27,120.96,UPI,Store,No
TXN-005613,2024-08-06,CUST-01605,West,Office Supplies,Paper Pack,12,11.12,0.35,86.73,88.84,-2.11,Bank Transfer,Online,No
TXN-005614,2023-10-27,CUST-01965,West,Electronics,Tablet,13,475.46,0.0303,5993.64,4796.63,1197.02,Cash,Online,No
TXN-005615,2024-06-05,CUST-01084,South,Furniture,Desk,4,309.72,21.9%,967.66,709.33,258.33,Debit Card,Store,No
TXN-005616,2024-10-28,CUST-00280,east,Electronics,Tablet,7,440.43,0.2182,2410.13,1725.45,684.68,Bank Transfer,Store,Yes
TXN-005617,2024-12-28,CUST-00327,South,Electronics,Headphones,10,100.57,0.1799,824.77,731.71,93.06,Bank Transfer,Online,No
TXN-005618,2023-06-17,CUST-00941,West,Office Supplies,Stapler,3,8.74,0.0299,25.45,18.84,6.61,Cash,Store,No
TXN-005619,2025-04-04,CUST-01211,North,Accessories,Desk Lamp,11,41.52,0.1791,374.9,350.67,24.24,UPI,Online,No
TXN-005620,2023-06-01,CUST-01878,north,Office Supplies,Notebook,8,8.47,0.1617,56.78,37.91,18.87,UPI,Marketplace,No
TXN-005621,2023-01-20,CUST-01704,North,Electronics,Printer,2,186.1,0.1479,317.15,265.46,51.69,UPI,Marketplace,No
TXN-005622,2023-02-11,CUST-00635,East,Electronics,Printer,10,,0.0824,1731.26,1378.92,352.34,Bank Transfer,Online,No
TXN-005623,2023-07-03,CUST-01725,East,Furniture,Desk,3,335.54,0.1078,898.06,824.35,73.7,Bank Transfer,Marketplace,No
TXN-005624,2025-03-07,,north,Electronics,Laptop,8,$836.35,0.2143,5256.78,4165.65,1091.14,Bank Transfer,Store,No
TXN-005625,2023-07-09,CUST-00461,East,Accessories,Keyboard,5,51.89,0.35,168.64,190.88,-22.24,Cash,Store,No
TXN-005626,2024-09-24,CUST-01968,South,Electronics,Printer,1,201.62,0.1285,175.7,148.49,27.22,Credit Card,Store,No
TXN-005627,2024-01-17,CUST-02253,West,Electronics,Laptop,10,795.91,0.0199,7800.99,4547.78,3253.21,Debit Card,Online,No
TXN-005628,2023-02-06,CUST-01728,North,Office Supplies,Notebook,10,9.4,0.0681,87.56,76.08,11.48,Bank Transfer,Online,No
TXN-005629,2024-02-10,CUST-01141,North,Electronics,Laptop,4,919.25,0.0143,3624.37,2908.98,715.39,Credit Card,Store,No
TXN-005630,2023-01-26,CUST-02229,East,Furniture,Office Chair,1,168.13,0.0653,157.16,134.47,22.68,UPI,Online,No
TXN-005631,2024-03-10,CUST-00884,East,Furniture,Cabinet,13,224.25,0.1679,2425.89,1616.38,809.51,Bank Transfer,Store,No
TXN-005632,2024-05-24,CUST-01604,West,Electronics,Laptop,6,890.58,0.1094,4758.74,3052.94,1705.8,Cash,Online,No
TXN-005633,2024-04-20,CUST-01714,east,Office Supplies,Folders,12,5.53,0.2717,48.35,37.12,11.23,Bank Transfer,Online,Yes
TXN-005634,2023-09-15,CUST-00185,West,Furniture,Desk,6,305.7,0.0277,1783.38,1438.6,344.77,Bank Transfer,Online,No
TXN-005635,2024-11-30,CUST-02398,South,Office Supplies,Pens,11,3.9,0.1877,34.89,29.65,5.24,Credit Card,Online,No
TXN-005636,2024-06-28,CUST-01597,South,Electronics,Tablet,12,390.39,0.0641,4384.57,3066.91,1317.66,UPI,Online,No
TXN-005637,2023-08-21,CUST-00602,West,Furniture,Conference Table,10,652.63,0.3009,4562.5,4821.73,-259.23,Credit Card,Online,No
TXN-005638,2024-02-01,CUST-02057,North,Office Supplies,Stapler,13,8.49,0.3275,74.19,62.59,11.6,Bank Transfer,Store,No
TXN-005639,2023-04-09,CUST-00953,West,Electronics,Laptop,1,842.08,0.1379,725.99,652.48,73.51,UPI,Marketplace,No
TXN-005640,2025-04-22,CUST-00210,North,Electronics,Printer,11,211.96,0.2112,1839.13,1926.67,-87.54,Cash,Marketplace,No
TXN-005641,2024-11-17,CUST-01690,South,Electronics,Laptop,11,957.86,0.1297,9170.36,6995.68,2174.67,Credit Card,Online,No
TXN-005642,2023-09-20,CUST-00340,North,Electronics,Tablet,12,417.1,0.3217,3394.92,3743.11,-348.19,Credit Card,Online,No
TXN-005643,2024-09-07,CUST-01493,East,,Printer,9,245.9,0.0498,2102.94,1285.45,817.49,UPI,Online,No
TXN-005644,2024-09-11,CUST-01694,West,Accessories,Webcam,4,67.97,0.0922,246.81,202.33,44.48,Debit Card,Marketplace,Yes
TXN-005645,2024-07-10,CUST-00393,North,Furniture,Bookshelf,9,147.35,0.1651,1107.19,962.52,144.67,Debit Card,Online,No
TXN-005646,2023-02-19,CUST-01979,North,Office Supplies,Paper Pack,11,12.9,0.0497,134.85,108.86,25.98,Bank Transfer,Online,No
TXN-005647,2025-03-12,CUST-01143,South,Electronics,Headphones,14,109.59,0.1937,1237.03,1110.7,126.33,Debit Card,Online,No
TXN-005648,2025-05-21,CUST-00883,North,Electronics,Headphones,11,92.99,0.0244,997.89,807.86,190.03,Credit Card,Store,No
TXN-005649,2025-06-07,CUST-00255,South,Office Supplies,Folders,12,6.59,0.0716,73.46,46.15,27.3,Credit Card,Online,No
TXN-005650,2025-06-13,CUST-01839,West,Office Supplies,Folders,11,6.41,0.2676,51.61,60.13,-8.51,Bank Transfer,Marketplace,No
TXN-005651,2025-04-27,CUST-00411,North,Accessories,Webcam,2,$65.74,0.2009,105.06,84.55,20.52,Debit Card,Online,No
TXN-005652,2024-11-05,CUST-00419,South,Electronics,Monitor,12,259.62,0.2908,2209.55,2335.94,-126.39,Credit Card,Online,No
TXN-005653,2023-02-21,CUST-00664,South,Electronics,Tablet,10,418.63,0.0774,3862.13,2608.01,1254.13,Debit Card,Online,No
TXN-005654,2024-02-29,CUST-01111,South,Office Supplies,Paper Pack,3,11.01,0.2021,26.35,24.2,2.15,Cash,Store,No
TXN-005655,2023-08-12,CUST-02198,South,Furniture,Desk,3,324.2,0.1827,794.95,720.27,74.68,Debit Card,Marketplace,No
TXN-005656,2023-07-20,CUST-01870,East,Electronics,Monitor,4,261.66,0.3213,710.35,798.27,-87.92,Cash,Online,No
TXN-005657,2025-01-27,CUST-01845,East,Furniture,Bookshelf,9,154.5,0.195,1119.32,1028.06,91.26,bank transfer,Store,Yes
TXN-005658,2025-01-11,CUST-00498,West,Electronics,Monitor,11,261.45,0.0786,2650.02,2018.96,631.06,UPI,Online,Yes
TXN-005659,2024-04-21,CUST-01621,South,Accessories,Keyboard,13,52.06,0.0881,617.22,462.09,155.13,Debit Card,Store,No
TXN-005660,2024-11-02,CUST-00873,East,Accessories,Webcam,3,83.7,0.0967,226.81,191.18,35.63,Bank Transfer,Store,No
TXN-005661,2023-04-28,CUST-01185,West,Office Supplies,Notebook,14,8.14,0.1194,100.34,86.1,14.24,Cash,Store,No
TXN-005662,2023-07-22,CUST-01573,West,Furniture,Office Chair,2,,0.0853,363.53,264.15,99.38,Credit Card,Online,No
TXN-005663,2025-02-23,CUST-00417,West,Office Supplies,Stapler,9,9.32,0.0605,78.77,64.68,14.09,Bank Transfer,Store,No
TXN-005664,2024-02-16,CUST-00865,South,Office Supplies,Folders,14,6.72,0.1197,82.86,69.19,13.67,Credit Card,Store,No
TXN-005665,2024-05-13,CUST-00989,West,Office Supplies,Paper Pack,6,11.26,0.1225,59.26,52.47,6.79,,Store,No
TXN-005666,2024-02-27,CUST-02186,West,Furniture,Office Chair,14,178.72,6.1%,2348.65,1891.11,457.54,Bank Transfer,Store,No
TXN-005667,2023-07-04,CUST-02418,West,Accessories,Webcam,9,67.49,0.2146,477.09,421.47,55.62,Credit Card,Online,No
TXN-005668,2025-01-23,CUST-02392,East,Electronics,Laptop,5,811.11,0.104,3633.88,3123.37,510.52,Cash,Online,No
TXN-005669,2024-11-22,CUST-01320,West,Office Supplies,Folders,13,6.13,0.0808,73.23,62.61,10.61,UPI,Online,Yes
TXN-005670,2024-09-15,CUST-01606,South,Accessories,Mouse,1,24.51,0.15,20.83,20.97,-0.14,Debit Card,Marketplace,No
TXN-005671,2023-11-19,CUST-01791,East,,Webcam,11,62.01,0.089,621.38,503.5,117.88,Cash,Online,No
TXN-005672,2024-08-09,CUST-01957,East,Accessories,Keyboard,6,53.67,0.0364,310.29,240.22,70.07,UPI,Store,No
TXN-005673,2025-05-19,CUST-01692,East,Furniture,Bookshelf,11,145.37,0.0864,1460.93,983.17,477.76,Bank Transfer,Store,Yes
TXN-005674,2024-08-15,CUST-02267,West,Office Supplies,Stapler,1,9.63,0.0877,8.79,6.99,1.8,Debit Card,Online,No
TXN-005675,2024-03-26,CUST-00958,North,Electronics,Monitor,13,229.9,0.2053,2375.13,2297.49,77.64,Credit Card,Online,Yes
TXN-005676,2023-09-04,CUST-01755,South,Office Supplies,Folders,3,5.75,0.1037,15.47,11.82,3.65,Credit Card,Marketplace,No
TXN-005677,2024-04-21,CUST-01527,South,Electronics,Printer,9,197.39,0.2863,1267.91,1332.87,-64.97,Bank Transfer,Store,No
TXN-005678,2023-12-06,CUST-01934,East,Furniture,Bookshelf,4,158.94,0.1948,511.93,375.09,136.84,UPI,Marketplace,No
TXN-005679,2024-07-11,CUST-02324,East,Accessories,Keyboard,13,52.6,0.2077,541.78,440.57,101.21,Cash,Online,No
TXN-005680,2023-02-11,CUST-00201,West,Accessories,Keyboard,12,59.6,0.1522,606.34,552.26,54.08,Cash,Store,No
TXN-005681,2023-06-23,CUST-02132,West,Furniture,Conference Table,12,597.74,0.1149,6348.83,6008.83,340.0,Credit Card,Store,No
TXN-005682,2024-12-18,CUST-02060,East,Electronics,Headphones,6,,0.141,508.81,419.08,89.73,Bank Transfer,Store,No
TXN-005683,2023-12-14,CUST-02176,North,Furniture,Bookshelf,3,163.27,0.35,318.37,286.8,31.58,Bank Transfer,Store,No
TXN-005684,2024-01-30,CUST-00687,East,Electronics,Headphones,1,85.86,,80.3,57.58,22.72,Credit Card,Online,No
TXN-005685,2024-05-11,CUST-01448,West,Electronics,Monitor,3,254.86,0.0528,724.22,657.02,67.2,UPI,Online,Yes
TXN-005686,2024-02-04,CUST-00178,East,Accessories,USB Hub,9,36.18,0.2639,239.68,203.6,36.08,Cash,Marketplace,No
TXN-005687,2024-11-22,CUST-00153,West,Furniture,Conference Table,5,609.5,0.1171,2690.59,2433.31,257.28,Credit Card,Online,No
TXN-005688,2023-08-12,CUST-01474,West,Electronics,Tablet,1,376.42,0.0665,351.39,273.74,77.65,UPI,Online,No
TXN-005689,2024-11-22,CUST-02428,South,Office Supplies,Stapler,14,9.5,0.156,112.27,111.49,0.79,Bank Transfer,Store,No
TXN-005690,2023-07-10,CUST-00567,East,Electronics,Tablet,13,421.6,0.1418,4703.88,3938.69,765.19,UPI,Online,No
TXN-005691,2023-12-04,CUST-01976,East,Furniture,Office Chair,7,181.85,0.1721,1053.86,1019.74,34.11,Credit Card,Online,No
TXN-005692,2024-06-20,CUST-00200,South,Electronics,Laptop,4,834.95,0.0637,3126.94,2478.67,648.28,UPI,Online,No
TXN-005693,2025-03-19,CUST-00162,North,Electronics,Monitor,7,193.82,0.0535,1284.2,800.02,484.18,Bank Transfer,Store,No
TXN-005694,2023-08-01,CUST-01524,North,Office Supplies,Paper Pack,4,12.52,0.3231,33.91,35.64,-1.73,Credit Card,Online,No
TXN-005695,2024-06-19,CUST-00698,North,Office Supplies,Notebook,2,8.38,0.2576,12.44,11.76,0.68,Bank Transfer,Online,No
TXN-005696,2023-02-28,CUST-00247,East,Furniture,Conference Table,6,579.77,0.0715,3230.05,2826.2,403.85,Bank Transfer,Online,No
TXN-005697,2023-03-10,CUST-02288,North,Accessories,USB Hub,3,30.84,0.1868,75.24,77.92,-2.68,Credit Card,Store,No
TXN-005698,2024-11-30,CUST-02219,South,Accessories,Mouse,2,23.93,0.0929,43.41,36.89,6.52,Credit Card,Online,No
TXN-005699,2024-10-17,CUST-00036,East,Accessories,Desk Lamp,14,48.58,0.3263,458.2,462.99,-4.79,Debit Card,Marketplace,No
TXN-005700,2023-12-10,CUST-02424,South,Accessories,Keyboard,1,53.21,0.1546,44.98,33.33,11.64,UPI,Online,No
TXN-005701,2024-07-22,CUST-00046,West,Accessories,Desk Lamp,12,45.08,0.1446,462.73,347.2,115.53,Cash,Online,No
TXN-005702,2023-12-13,CUST-01846,South,Accessories,Keyboard,13,53.53,0.2043,553.76,426.84,126.92,Debit Card,Online,No
TXN-005703,2023-09-10,CUST-01960,North,Electronics,Laptop,7,871.45,0.1644,5097.35,3648.17,1449.18,Debit Card,Online,No
TXN-005704,2024-01-29,CUST-00720,West,Electronics,Laptop,13,760.45,0.0286,9602.75,5700.45,3902.3,debit card,Online,No
TXN-005705,2023-10-12,CUST-00340,West,Office Supplies,Paper Pack,8,11.81,0.1606,79.28,68.95,10.33,Cash,Online,No
TXN-005706,2025-01-13,CUST-01407,East,Accessories,Desk Lamp,13,48.95,0.0706,591.36,545.89,45.48,Credit Card,Online,No
TXN-005707,2024-01-11,CUST-02215,West,Accessories,Webcam,12,64.86,0.0887,709.32,587.97,121.35,Debit Card,Online,No
TXN-005708,2023-10-20,CUST-00079,North,Office Supplies,Notebook,10,7.82,0.1411,67.2,65.99,1.22,Bank Transfer,Online,No
TXN-005709,2024-05-03,CUST-02128,West,Accessories,Keyboard,9,59.63,0.1556,453.19,379.27,73.92,UPI,Marketplace,No
TXN-005710,2024-11-22,CUST-01554,North,Office Supplies,Pens,1,4.24,0.015,4.18,3.19,0.99,Debit Card,Online,No
TXN-005711,2023-09-07,CUST-02467,South,Office Supplies,Pens,4,4.14,0.1555,14.0,10.09,3.91,Credit Card,Online,No
TXN-005712,2025-05-06,CUST-00660,North,Electronics,Printer,14,216.53,0.1705,2514.59,1677.81,836.78,UPI,Online,No
TXN-005713,2024-02-27,CUST-01612,West,Furniture,Office Chair,13,185.37,0.0682,2245.51,1394.77,850.74,Bank Transfer,Online,No
TXN-005714,2024-08-25,CUST-01138,North,Electronics,Laptop,10,834.33,0.085,7634.08,5523.31,2110.77,Debit Card,Online,No
TXN-005715,2025-05-23,CUST-01587,North,Electronics,Headphones,7,103.38,0.176,596.25,616.77,-20.52,Credit Card,Marketplace,No
TXN-005716,2024-01-29,CUST-00448,North,Office Supplies,Notebook,6,7.7,0.0937,41.87,31.12,10.75,Bank Transfer,Marketplace,No
TXN-005717,2023-07-02,CUST-01245,East,Electronics,Headphones,6,87.44,0.0212,513.56,299.08,214.49,debit card,Store,No
TXN-005718,2024-11-12,,South,Accessories,Keyboard,11,48.91,0.0806,494.64,328.99,165.65,UPI,Store,No
TXN-005719,2023-01-07,CUST-02111,East,Furniture,Desk,4,304.21,0.0112,1203.23,861.18,342.06,Credit Card,Marketplace,No
TXN-005720,2024-02-22,CUST-00519,South,Office Supplies,Notebook,8,7.6,0.0439,58.11,45.0,13.12,Bank Transfer,Online,No
TXN-005721,2025-06-12,CUST-00148,West,Electronics,Headphones,9,89.59,0.2208,628.33,669.81,-41.48,Cash,Marketplace,No
TXN-005722,2024-01-13,CUST-01043,North,Accessories,Mouse,10,22.65,0.0911,205.86,181.23,24.63,Bank Transfer,Store,No
TXN-005723,2024-09-15,CUST-00572,West,Furniture,Office Chair,3,185.39,0.0755,514.19,376.12,138.07,UPI,Store,No
TXN-005724,2024-04-24,CUST-00637,South,Office Supplies,Pens,12,3.7,0.2186,34.67,34.0,0.67,UPI,Store,No
TXN-005725,2023-07-15,CUST-00456,North,Office Supplies,Notebook,7,8.35,0.0938,52.97,39.95,13.02,Credit Card,Online,No
TXN-005726,2023-10-17,CUST-01354,North,Office Supplies,Notebook,14,8.46,0.1373,102.2,86.96,15.24,Cash,Online,No
